agency,stop_id,stop_name,route_type,date,shn_route,shn_route_type,x,y
Santa Clara Valley Transportation Authority,60354,El Camino & Miramonte,3,8/14/2024,82,State,-122.087404,37.387325
Santa Clara Valley Transportation Authority,60355,El Camino & Castro,3,8/14/2024,82,State,-122.082921,37.385072
Santa Clara Valley Transportation Authority,60356,El Camino & Bonita,3,8/14/2024,82,State,-122.080003,37.383657
Santa Clara Valley Transportation Authority,60357,El Camino & Phyllis,3,8/14/2024,82,State,-122.077116,37.38223
Santa Clara Valley Transportation Authority,60358,El Camino & Bay,3,8/14/2024,82,State,-122.074397,37.380872
Santa Clara Valley Transportation Authority,60359,El Camino & Yuba,3,8/14/2024,82,State,-122.071539,37.379597
Santa Clara Valley Transportation Authority,60360,El Camino & Americana,3,8/14/2024,82,State,-122.062896,37.376264
Santa Clara Valley Transportation Authority,60361,El Camino & Knickerbocker,3,8/14/2024,82,State,-122.057514,37.37416
Santa Clara Valley Transportation Authority,60362,El Camino & Grape,3,8/14/2024,82,State,-122.052342,37.3726
Santa Clara Valley Transportation Authority,60363,El Camino & Mary,3,8/14/2024,82,State,-122.047548,37.371511
Santa Clara Valley Transportation Authority,60364,El Camino & Hollenbeck,3,8/14/2024,82,State,-122.04168,37.370142
Santa Clara Valley Transportation Authority,60365,El Camino & Mathilda,3,8/14/2024,82,State,-122.036118,37.368775
Santa Clara Valley Transportation Authority,60366,El Camino & Sunnyvale-Saratoga,3,8/14/2024,82,State,-122.03131,37.366802
Santa Clara Valley Transportation Authority,60367,El Camino & Cezanne,3,8/14/2024,82,State,-122.028529,37.364503
Santa Clara Valley Transportation Authority,60368,El Camino & Remington,3,8/14/2024,82,State,-122.024322,37.361014
Santa Clara Valley Transportation Authority,60369,El Camino & Maria,3,8/14/2024,82,State,-122.017514,37.355395
Santa Clara Valley Transportation Authority,60370,El Camino & Wolfe,3,8/14/2024,82,State,-122.013399,37.352608
Santa Clara Valley Transportation Authority,60371,El Camino & Poplar,3,8/14/2024,82,State,-122.007422,37.352065
Santa Clara Valley Transportation Authority,60372,El Camino & Henderson,3,8/14/2024,82,State,-122.004541,37.352068
Santa Clara Valley Transportation Authority,60373,El Camino & Halford,3,8/14/2024,82,State,-121.998574,37.352122
Santa Clara Valley Transportation Authority,60374,El Camino & Flora Vista,3,8/14/2024,82,State,-121.992533,37.35222
Santa Clara Valley Transportation Authority,60375,El Camino & Pomeroy,3,8/14/2024,82,State,-121.986237,37.352234
Santa Clara Valley Transportation Authority,60376,El Camino & Calabazas,3,8/14/2024,82,State,-121.98314,37.352233
Santa Clara Valley Transportation Authority,60377,El Camino & Alpine,3,8/14/2024,82,State,-121.980794,37.352233
Santa Clara Valley Transportation Authority,60378,El Camino & Kiely,3,8/14/2024,82,State,-121.976388,37.352199
Santa Clara Valley Transportation Authority,60379,El Camino & Bowe,3,8/14/2024,82,State,-121.973171,37.352231
Santa Clara Valley Transportation Authority,60380,El Camino & San Tomas,3,8/14/2024,82,State,-121.967374,37.352251
Santa Clara Valley Transportation Authority,60381,El Camino & Los Padres,3,8/14/2024,82,State,-121.964535,37.352233
Santa Clara Valley Transportation Authority,60382,El Camino & Scott,3,8/14/2024,82,State,-121.960979,37.352226
Santa Clara Valley Transportation Authority,60384,El Camino & Jefferson,3,8/14/2024,82,State,-121.953358,37.352268
Santa Clara Valley Transportation Authority,60393,El Camino & Accolti,3,8/14/2024,82,State,-121.932975,37.349268
Santa Clara Valley Transportation Authority,60394,El Camino & Bellomy,3,8/14/2024,82,State,-121.933075,37.347194
Santa Clara Valley Transportation Authority,60395,El Camino & The Alameda,3,8/14/2024,82,State,-121.933385,37.344851
Santa Clara Valley Transportation Authority,60397,The Alameda & Newhall,3,8/14/2024,82,State,-121.928816,37.343429
Santa Clara Valley Transportation Authority,60454,The Alameda & McKendrie,3,8/14/2024,82,State,-121.923971,37.341692
Santa Clara Valley Transportation Authority,60455,The Alameda & Newhall,3,8/14/2024,82,State,-121.928232,37.343467
Santa Clara Valley Transportation Authority,60457,The Alameda & Portola,3,8/14/2024,82,State,-121.932449,37.344724
Santa Clara Valley Transportation Authority,60458,El Camino & The Alameda,3,8/14/2024,82,State,-121.93246,37.347557
Santa Clara Valley Transportation Authority,60459,El Camino & Campbell,3,8/14/2024,82,State,-121.933786,37.350102
Santa Clara Valley Transportation Authority,60460,Santa Clara Transit Center (Bay 9),3,8/14/2024,82,State,-121.937613,37.352567
Santa Clara Valley Transportation Authority,60466,El Camino & Monroe,3,8/14/2024,82,State,-121.951246,37.353139
Santa Clara Valley Transportation Authority,60467,El Camino & Lincoln,3,8/14/2024,82,State,-121.955543,37.352519
Santa Clara Valley Transportation Authority,60468,El Camino & Scott,3,8/14/2024,82,State,-121.960508,37.352513
Santa Clara Valley Transportation Authority,60469,El Camino & Los Padres,3,8/14/2024,82,State,-121.965358,37.352516
Santa Clara Valley Transportation Authority,60470,El Camino & San Tomas,3,8/14/2024,82,State,-121.96948,37.352516
Santa Clara Valley Transportation Authority,60471,El Camino & Bowe,3,8/14/2024,82,State,-121.974196,37.352525
Santa Clara Valley Transportation Authority,60472,El Camino & Bowers,3,8/14/2024,82,State,-121.976618,37.35252
Santa Clara Valley Transportation Authority,60473,El Camino & Alpine,3,8/14/2024,82,State,-121.980357,37.352518
Santa Clara Valley Transportation Authority,60474,El Camino & Calabazas,3,8/14/2024,82,State,-121.98475,37.352531
Santa Clara Valley Transportation Authority,60475,El Camino & Pomeroy,3,8/14/2024,82,State,-121.987156,37.352565
Santa Clara Valley Transportation Authority,60476,El Camino & Flora Vista,3,8/14/2024,82,State,-121.993818,37.352502
Santa Clara Valley Transportation Authority,60477,El Camino & Lawrence,3,8/14/2024,82,State,-121.998162,37.352476
Santa Clara Valley Transportation Authority,60478,El Camino & Sycamore,3,8/14/2024,82,State,-122.003152,37.352374
Santa Clara Valley Transportation Authority,60479,El Camino & Poplar,3,8/14/2024,82,State,-122.007858,37.35234
Santa Clara Valley Transportation Authority,60480,El Camino & Wolfe,3,8/14/2024,82,State,-122.014977,37.353774
Santa Clara Valley Transportation Authority,60481,El Camino & Maria,3,8/14/2024,82,State,-122.018028,37.356206
Santa Clara Valley Transportation Authority,60482,El Camino & Fair Oaks,3,8/14/2024,82,State,-122.025659,37.362521
Santa Clara Valley Transportation Authority,60483,El Camino & Cezanne,3,8/14/2024,82,State,-122.02844,37.36483
Santa Clara Valley Transportation Authority,60484,El Camino & Sunnyvale,3,8/14/2024,82,State,-122.031164,37.36708
Santa Clara Valley Transportation Authority,60485,El Camino & Mathilda,3,8/14/2024,82,State,-122.037647,37.369421
Santa Clara Valley Transportation Authority,60486,El Camino & Pastoria,3,8/14/2024,82,State,-122.04138,37.370365
Santa Clara Valley Transportation Authority,60487,El Camino & Mary,3,8/14/2024,82,State,-122.048953,37.372091
Santa Clara Valley Transportation Authority,60488,El Camino & Grape,3,8/14/2024,82,State,-122.053156,37.373129
Santa Clara Valley Transportation Authority,60489,El Camino & Bernardo,3,8/14/2024,82,State,-122.056832,37.374224
Santa Clara Valley Transportation Authority,60490,El Camino & Sylvan,3,8/14/2024,82,State,-122.062156,37.376301
Santa Clara Valley Transportation Authority,60491,El Camino & Mountain View-Alviso,3,8/14/2024,82,State,-122.073535,37.380772
Santa Clara Valley Transportation Authority,60492,El Camino & Calderon,3,8/14/2024,82,State,-122.077283,37.382635
Santa Clara Valley Transportation Authority,60493,El Camino & Bush,3,8/14/2024,82,State,-122.080967,37.384454
Santa Clara Valley Transportation Authority,60494,El Camino & Castro,3,8/14/2024,82,State,-122.08449,37.386201
Santa Clara Valley Transportation Authority,60495,El Camino & Shoreline,3,8/14/2024,82,State,-122.088812,37.388347
Santa Clara Valley Transportation Authority,60496,El Camino & Mariposa,3,8/14/2024,82,State,-122.09306,37.390462
Santa Clara Valley Transportation Authority,60497,El Camino & Escuela,3,8/14/2024,82,State,-122.096662,37.393443
Santa Clara Valley Transportation Authority,60498,El Camino & Rengstorff,3,8/14/2024,82,State,-122.10276,37.396301
Santa Clara Valley Transportation Authority,60499,El Camino & Ortega,3,8/14/2024,82,State,-122.106853,37.398091
Santa Clara Valley Transportation Authority,60500,El Camino & Showers,3,8/14/2024,82,State,-122.110435,37.399736
Santa Clara Valley Transportation Authority,60501,El Camino & San Antonio,3,8/14/2024,82,State,-122.114499,37.401909
Santa Clara Valley Transportation Authority,60502,El Camino & Cesano,3,8/14/2024,82,State,-122.117917,37.404607
Santa Clara Valley Transportation Authority,60503,El Camino & Dinahs Ct,3,8/14/2024,82,State,-122.120774,37.407506
Santa Clara Valley Transportation Authority,60504,El Camino & Charleston,3,8/14/2024,82,State,-122.123725,37.411161
Santa Clara Valley Transportation Authority,60505,El Camino & Maybell,3,8/14/2024,82,State,-122.124791,37.412481
Santa Clara Valley Transportation Authority,60507,El Camino & Los Robles,3,8/14/2024,82,State,-122.128443,37.416104
Santa Clara Valley Transportation Authority,60508,El Camino & Curtner,3,8/14/2024,82,State,-122.131751,37.417866
Santa Clara Valley Transportation Authority,60509,El Camino & Margarita,3,8/14/2024,82,State,-122.133891,37.418968
Santa Clara Valley Transportation Authority,60510,El Camino & Portage,3,8/14/2024,82,State,-122.138122,37.421166
Santa Clara Valley Transportation Authority,60511,El Camino & Page Mill,3,8/14/2024,82,State,-122.142157,37.42333
Santa Clara Valley Transportation Authority,60512,El Camino & California,3,8/14/2024,82,State,-122.146107,37.425354
Santa Clara Valley Transportation Authority,60513,El Camino & Stanford,3,8/14/2024,82,State,-122.149322,37.428061
Santa Clara Valley Transportation Authority,60514,El Camino & Park,3,8/14/2024,82,State,-122.151809,37.430258
Santa Clara Valley Transportation Authority,60515,El Camino & Churchill,3,8/14/2024,82,State,-122.154896,37.432924
Santa Clara Valley Transportation Authority,60516,El Camino & Sam McDonald,3,8/14/2024,82,State,-122.156866,37.434693
Santa Clara Valley Transportation Authority,60517,El Camino & Embarcadero,3,8/14/2024,82,State,-122.160702,37.438063
Santa Clara Valley Transportation Authority,60518,El Camino & Wells,3,8/14/2024,82,State,-122.162865,37.439958
Santa Clara Valley Transportation Authority,62729,El Camino & Washington,3,8/14/2024,82,State,-121.947111,37.354613
Santa Clara Valley Transportation Authority,62743,El Camino & Monroe,3,8/14/2024,82,State,-121.950107,37.353233
Santa Clara Valley Transportation Authority,65540,Showers & El Camino,3,8/14/2024,82,State,-122.109657,37.39954
Santa Clara Valley Transportation Authority,62745,Santa Clara Transit Center (Bay 8),3,8/14/2024,82,State,-121.937044,37.352309
Santa Clara Valley Transportation Authority,64458,Page Mill & El Camino,3,8/14/2024,82,State,-122.141656,37.423286
Stanford University,126,On El Camino Real NB @ California Avenue,3,8/14/2024,82,State,-122.146088,37.425347
Stanford University,218,On El Camino Real NB @ Oregon Expressway,3,8/14/2024,82,State,-122.1423677,37.42345789
Stanford University,246,On El Camino Real NB @ Park Avenue,3,8/14/2024,82,State,-122.1518023,37.43027078
Stanford University,65,On El Camino Real NB @ PAMF,3,8/14/2024,82,State,-122.1628525,37.43997926
Stanford University,64,On El Camino Real SB Across From PAMF,3,8/14/2024,82,State,-122.1623855,37.43905637
Stanford University,63,On El Camino Real NB @ Town & Country Village,3,8/14/2024,82,State,-122.16033,37.437723
Stanford University,127,On El Camino Real SB @ California Avenue,3,8/14/2024,82,State,-122.1457706,37.42483904
Stanford University,153,On El Camino Real SB @ Serra Street,3,8/14/2024,82,State,-122.151509,37.42953874
"Golden Gate Bridge, Highway and Transportation District",40110,Spencer Ave Bus Pad,3,8/14/2024,101,US,-122.493156,37.853283
"Golden Gate Bridge, Highway and Transportation District",40164,Tiburon Wye Bus Pad,3,8/14/2024,101,US,-122.516051,37.903698
"Golden Gate Bridge, Highway and Transportation District",40187,Seminary Dr Bus Pad,3,8/14/2024,101,US,-122.517111,37.889494
"Golden Gate Bridge, Highway and Transportation District",40267,Lucky Dr Bus Pad,3,8/14/2024,101,US,-122.517021,37.937926
"Golden Gate Bridge, Highway and Transportation District",40295,Paradise Dr Bus Pad,3,8/14/2024,101,US,-122.515248,37.926504
"Golden Gate Bridge, Highway and Transportation District",40581,N San Pedro Rd Bus Pad,3,8/14/2024,101,US,-122.533456,37.995296
"Golden Gate Bridge, Highway and Transportation District",40606,Lucas Valley Bus Pad,3,8/14/2024,101,US,-122.53982,38.020528
"Golden Gate Bridge, Highway and Transportation District",40773,Alameda del Prado Bus Pad,3,8/14/2024,101,US,-122.532356,38.049111
"Golden Gate Bridge, Highway and Transportation District",42112,Terra Linda Bus Pad,3,8/14/2024,101,US,-122.542233,38.00794
"Golden Gate Bridge, Highway and Transportation District",42113,Marinwood Bus Pad,3,8/14/2024,101,US,-122.537432,38.034155
Marin County Transit District,40295,Hwy 101 @ Tamalpais Dr Bus Pad,3,8/14/2024,101,US,-122.515248,37.926504
Marin County Transit District,40581,Hwy 101 @ N San Pedro Rd Bus Pad,3,8/14/2024,101,US,-122.533456,37.995296
Marin County Transit District,40267,Hwy 101 @ Lucky Dr Bus Pad,3,8/14/2024,101,US,-122.517021,37.937926
Marin County Transit District,40606,Hwy 101 @ Lucas Valley Rd Bus Pad,3,8/14/2024,101,US,-122.53982,38.020528
Marin County Transit District,42113,Marinwood Bus Pad Hwy 101 @ Miller Creek Rd,3,8/14/2024,101,US,-122.537432,38.034155
Marin County Transit District,40764,Alameda Del Prado & Los Robles Rd,3,8/14/2024,101,US,-122.53212,38.059498
Marin County Transit District,40164,Hwy 101 @ Tiburon Wye Bus Pad,3,8/14/2024,101,US,-122.516051,37.903698
Marin County Transit District,40187,Hwy 101 @ Seminary Dr Bus Pad,3,8/14/2024,101,US,-122.517111,37.889494
Marin County Transit District,40773,Hwy 101 @ Alameda Del Prado Bus Pad,3,8/14/2024,101,US,-122.532356,38.049111
Marin County Transit District,42112,Hwy 101 @ Terra Linda Bus Pad SB,3,8/14/2024,101,US,-122.542233,38.00794
Sonoma-Marin Area Rail Transit District,71031,Marin Civic Center SMART,2,8/14/2024,101,US,-122.5377556,38.0012474
Sonoma-Marin Area Rail Transit District,71032,Marin Civic Center SMART,2,8/14/2024,101,US,-122.5377638,38.00123963
Sonoma-Marin Area Rail Transit District,71061,Novato San Marin SMART,2,8/14/2024,101,US,-122.5660559,38.12091709
Sonoma-Marin Area Rail Transit District,71062,Novato San Marin SMART,2,8/14/2024,101,US,-122.5660615,38.12087969
"Golden Gate Bridge, Highway and Transportation District",40155,Shoreline Hwy & Almonte Blvd,3,8/14/2024,1,State,-122.524677,37.881521
"Golden Gate Bridge, Highway and Transportation District",40156,Shoreline Hwy & Almonte Blvd,3,8/14/2024,1,State,-122.524565,37.881612
Marin County Transit District,40155,Tam Junction-Shoreline Hwy & Almonte Blvd,3,8/14/2024,1,State,-122.524677,37.881521
Marin County Transit District,40156,Tam Junction-Shoreline Hwy & Almonte Blvd,3,8/14/2024,1,State,-122.5245617,37.88163318
Marin County Transit District,40128,Shoreline Hwy & Almonte Blvd,3,8/14/2024,1,State,-122.525368,37.881969
Marin County Transit District,40160,Shoreline Hwy & Pine Hill Rd,3,8/14/2024,1,State,-122.53492,37.879578
