Grant_Fiscal_Year,Funding_Program,Grant_Number,Project_Year,Organization_Name,UPIN,Description,ALI,Contract_Number,AllocationAmount,Encumbered_Amount,ExpendedAmount,ActiveBalance,ClosedOutBalance,Project_Status
2021,Section 5311,TBD | 0021000227,2021,City of Solvang,BCG0002753,Operating Assistance Sliding Scale,300902,,221202.0,0.0,0.0,221202.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Taft,BCG0002849,Operating Assistance Sliding Scale,300902,,34159.0,0.0,0.0,34159.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Tehachapi,BCG0002810,Operating Assistance Sliding Scale ,300902,,44175.0,0.0,0.0,44175.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Wasco,BCG0002942,Operating Assistance Sliding Scale,300902,,96890.0,0.0,0.0,96890.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Colusa County Transit Agency,BCG0003092,Operating Assistance Sliding Scale,300902,,134631.0,0.0,0.0,134631.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Los Angeles - Department of Public Works,BCG0002891,Operating Assistance Sliding Scale,300902,,471137.0,0.0,0.0,471137.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Mariposa,BCG0002923,Operating Assistance Sliding Scale,300902,,114719.0,0.0,0.0,114719.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,"County of Nevada Public Works, Transit Services Division",BCG0002990,Operating Assistance Sliding Scale,300902,,518113.0,0.0,0.0,518113.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Sacramento Department of Transportation,BCG0002842,Operating Assistance Sliding Scale,300902,,323738.0,0.0,0.0,323738.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Shasta Department of Public Works,BCG0002920,Operating Assistance Sliding Scale,300902,,167040.0,0.0,0.0,167040.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Shasta Department of Public Works,BCG0002920,Operating Assistance Sliding Scale,300902,,206903.0,0.0,0.0,206903.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Siskiyou,BCG0002865,Operating Assistance Sliding Scale,300902,,282224.0,0.0,0.0,282224.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Tulare,BCG0002846,Purchase Replacement < 30 Ft Bus,111204,,239565.0,0.0,0.0,239565.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Tulare,BCG0002929,Purchase Replacement < 30 Ft Bus,111204,,239565.0,0.0,0.0,239565.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Tulare,BCG0002930,Purchase Replacement < 30 Ft Bus,111204,,239565.0,0.0,0.0,239565.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,County of Tulare,BCG0002931,Purchase Replacement < 30 Ft Bus,111204,,239564.0,0.0,0.0,239564.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Eastern Sierra Transit Authority,BCG0002798,Operating Assistance Sliding Scale - Mono,300902,,89268.0,0.0,0.0,89268.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Eastern Sierra Transit Authority,BCG0002805,Operating Assistance Sliding Scale - Inyo,300902,,116573.0,0.0,0.0,116573.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,El Dorado County Transit Authority,BCG0003008,Operating Assistance Sliding Scale,300902,,558840.0,0.0,0.0,558840.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Fresno County Rural Transit Agency,BCG0002856,Operating Assistance Sliding Scale,300902,,1733707.0,0.0,0.0,1733707.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Glenn County Transportation Commission,BCG0002938,Operating Assistance Sliding Scale,300902,,176764.0,0.0,0.0,176764.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Humboldt Transit Authority,BCG0002829,Operating Assistance Sliding Scale,300902,,351187.0,0.0,0.0,351187.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Humboldt Transit Authority,BCG0002848,Purchase Replacement Std 40 Ft or Larger Bus,111201,,495000.0,0.0,0.0,495000.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Imperial County Transportation Commission,BCG0002779,Operating Assistance Sliding Scale ,300902,,413875.0,0.0,0.0,413875.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Kern Regional Transit,BCG0002788,Operating Assistance Sliding Scale,300902,,1116537.0,0.0,0.0,1116537.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Kings County Area Public Transit Agency,BCG0002982,Purchase Replacement Std 35-39 Ft Bus,111202,,280288.0,0.0,0.0,280288.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Lake Transit Authority,BCG0002862,Operating Assistance Sliding Scale,300902,,406458.0,0.0,0.0,406458.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Lassen Transit Service Agency,BCG0002814,Operating Assistance Sliding Scale ,300902,,219336.0,0.0,0.0,219336.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Livermore Amador Valley Transit Authority,BCG0002943,Operating Assistance Sliding Scale,300902,,46283.0,0.0,0.0,46283.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Madera County,BCG0002861,Operating Assistance Sliding Scale,300902,,215600.0,0.0,0.0,215600.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Madera County,BCG0002866,Preventive Maintenance,117A00,,166857.0,0.0,0.0,166857.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Marin County Transit District,BCG0002991,Operating Assistance Sliding Scale,300902,,228695.0,0.0,0.0,228695.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Mendocino Transit Authority,BCG0002963,Operating Assistance Sliding Scale,300902,,552134.0,0.0,0.0,552134.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Modoc Transportation Agency,BCG0002820,Operating Assistance Sliding Scale - Dial A Ride,300902,,60882.0,0.0,0.0,60882.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Monterey-Salinas Transit,BCG0002882,Operating Assistance Sliding Scale,300902,,684885.0,0.0,0.0,684885.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Morongo Basin Transit Authority,BCG0002839,Operating Assistance Sliding Scale,300902,,437331.0,0.0,0.0,437331.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Mountain Area Regional Transit Authority,BCG0002914,Operating Assistance Sliding Scale,300902,,309166.0,0.0,0.0,309166.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Napa Valley Transportation Authority,BCG0002857,Operating Assistance Sliding Scale,300902,,227053.0,0.0,0.0,227053.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,North County Transit District,BCG0002964,Operating Assistance Sliding Scale,300902,,483838.0,0.0,0.0,483838.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Palo Verde Valley Transit Agency,BCG0002906,Purchase Replacement < 30 Ft Bus,111204,,209886.0,0.0,0.0,209886.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Placer County Public Works (TART & PCT),BCG0002888,Operating Assistance Sliding Scale,300902,,463087.0,0.0,0.0,463087.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Plumas County Transportation Commission,BCG0002803,Operating Assistance Sliding Scale - 5311,300902,,125756.0,0.0,0.0,125756.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Redwood Coast Transit Authority,BCG0002874,Operating Assistance Sliding Scale,300902,,179831.0,0.0,0.0,179831.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Riverside Transit Agency,BCG0002961,Operating Assistance Sliding Scale,300902,,524716.0,0.0,0.0,524716.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,San Benito County Local Transportation Authority,BCG0002925,Operating Assistance Sliding Scale,300902,,347399.0,0.0,0.0,347399.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,San Joaquin Regional Transit District,BCG0003006,Operating Assistance Sliding Scale,300902,,423362.0,0.0,0.0,423362.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,San Luis Obispo Regional Transit Authority,BCG0002844,Operating Assistance Sliding Scale,300902,,586252.0,0.0,0.0,586252.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,San Mateo County Transit District,BCG0002835,Operating Assistance Sliding Scale,300902,,167560.0,0.0,0.0,167560.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Santa Clara Valley Transportation Authority,BCG0002785,Operating Assistance Sliding Scale,300902,,86840.0,0.0,0.0,86840.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Santa Cruz Metropolitan Transit District,BCG0002892,Operating Assistance Sliding Scale,300902,,198556.0,0.0,0.0,198556.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Sierra County Transportation Commission,BCG0002924,Operating Assistance Sliding Scale,300902,,48000.0,0.0,0.0,48000.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Sonoma County Transit,BCG0002831,Purchase Replacement < 30 Ft Bus,111204,,222860.0,0.0,0.0,222860.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Sonoma County Transit,BCG0002832,Purchase Replacement < 30 Ft Bus,111204,,222860.0,0.0,0.0,222860.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Sonoma County Transit,BCG0002833,Purchase Replacement Std 35-39 Ft Bus,111202,,73724.0,0.0,0.0,73724.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Sunline Transit Agency,BCG0002946,Operating Assistance Sliding Scale,300902,,314830.0,0.0,0.0,314830.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Tehama County Transit Agency,BCG0003100,Operating Assistance Sliding Scale,300902,,398903.0,0.0,0.0,398903.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Town of Truckee,BCG0002952,Operating Assistance Sliding Scale,300902,,102678.0,0.0,0.0,102678.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Transit Joint Powers Authority for Merced County,BCG0002958,Operating Assistance Sliding Scale ,300902,,591073.0,0.0,0.0,591073.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Trinity County Department of Transportation ,BCG0003101,Operating Assistance Sliding Scale,300902,,86653.0,0.0,0.0,86653.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Tuolumne County Transit Agency (TCTA),BCG0002886,Operating Assistance Sliding Scale,300902,,348002.0,0.0,0.0,348002.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Victor Valley Transit Authority,BCG0002901,Operating Assistance Sliding Scale,300902,,737302.0,0.0,0.0,737302.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Yolo County Transportation District,BCG0002855,Operating Assistance Sliding Scale,300902,,154009.0,0.0,0.0,154009.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Yuba-Sutter Transit Authority,BCG0002809,Design & Engineering Admin/Maint Facility,114303,,364491.0,0.0,0.0,364491.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Butte County Association of Governments/ Butte Regional Transit,BCG0002913,Operating Assistance Sliding Scale,300902,,300000.0,0.0,0.0,300000.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,City of Santa Maria,BCG0002915,Operating Assistance Sliding Scale,300902,,94771.0,0.0,0.0,94771.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,City of Visalia,BCG0002841,Operating Assistance Sliding Scale,300902,,300000.0,0.0,0.0,300000.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,County of Shasta Department of Public Works,BCG0002837,Operating Assistance Sliding Scale,300902,,236755.0,0.0,0.0,236755.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Eastern Sierra Transit Authority,BCG0002781,Reno Operating Assistance Sliding Scale,300902,,105127.0,0.0,0.0,105127.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Eastern Sierra Transit Authority,BCG0002782,Lancaster Operating Assistance Sliding Scale,300902,,99821.0,0.0,0.0,99821.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Fresno Council of Governments,BCG0002464,Operating Assistance Sliding Scale,300902,,113821.0,0.0,0.0,113821.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,"Greyhound Lines, Inc.",BCG0002922,Operating Assistance Sliding Scale - Arcata to Oakland,300902,,150000.0,0.0,0.0,150000.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Humboldt Transit Authority,BCG0002828,Operating Assistance Sliding Scale,300902,,300000.0,0.0,0.0,300000.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Lake Transit Authority,BCG0002987,Operating Assistance Sliding Scale - Calistoga to Upper Lake Intercity,300902,,263013.0,0.0,0.0,263013.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Lake Transit Authority,BCG0002989,Operating Assistance Sliding Scale - Clearlake to Ukiah Intercity,300902,,243183.0,0.0,0.0,243183.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Mendocino Transit Authority,BCG0002965,Operating Assistance Sliding Scale,300902,,300000.0,0.0,0.0,300000.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Modoc Transportation Agency,BCG0002821,Operating Assistance Sliding Scale - Reno,300902,,82182.0,0.0,0.0,82182.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Modoc Transportation Agency,BCG0002822,Operating Assistance Sliding Scale - Redding,300902,,20532.0,0.0,0.0,20532.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Modoc Transportation Agency,BCG0002823,Operating Assistance Sliding Scale - Klamath Falls,300902,,15484.0,0.0,0.0,15484.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Monterey-Salinas Transit,BCG0002883,Operating Assistance Sliding Scale,300902,,209820.0,0.0,0.0,209820.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Mountain Area Regional Transit Authority,BCG0002870,Operating Assistance Sliding Scale,300902,,79657.0,0.0,0.0,0.0,0,In Development
2021,Section 5311(f),TBD | 0021000227-F,2021,Mountain Area Regional Transit Authority,BCG0002870,Operating Assistance Sliding Scale,300902,,127738.0,0.0,0.0,0.0,0,In Development
2021,Section 5311(f),TBD | 0021000227-F,2021,Napa Valley Transportation Authority,BCG0002860,Operating Assistance Sliding Scale,300902,,275001.0,0.0,0.0,275001.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Plumas County Transportation Commission,BCG0002902,Operating Assistance Sliding Scale - 5311f,300902,,289153.0,0.0,0.0,289153.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Redwood Coast Transit Authority,BCG0002933,Operating Assistance Sliding Scale,300902,,279970.0,0.0,0.0,279970.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Sunline Transit Agency,BCG0002948,Operating Assistance Sliding Scale,300902,,201793.0,0.0,0.0,201793.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Trinity County Department of Transportation ,BCG0002937,Operating Assistance Sliding Scale - RED/LEW,300902,,164715.0,0.0,0.0,164715.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Trinity County Department of Transportation ,BCG0002939,Operating Assistance Sliding Scale - WC,300902,,143673.0,0.0,0.0,143673.0,0,Open
2021,Section 5311(f),TBD | 0021000227-F,2021,Yosemite Area Regional Transportation System ,BCG0002972,Operating Assistance Sliding Scale ,300902,,300000.0,0.0,0.0,300000.0,0,Open
